city,state_id,lookup,state_name
Oceanside,OR,"Oceanside,Oregon",Oregon
Bennington,NH,"Bennington,New Hampshire",New Hampshire
Lost Bridge Village,AR,"Lost Bridge Village,Arkansas",Arkansas
Prairie City,IL,"Prairie City,Illinois",Illinois
East Germantown,IN,"East Germantown,Indiana",Indiana
Otwell,IN,"Otwell,Indiana",Indiana
Winkelman,AZ,"Winkelman,Arizona",Arizona
Mardela Springs,MD,"Mardela Springs,Maryland",Maryland
Downing,MO,"Downing,Missouri",Missouri
Calumet,MN,"Calumet,Minnesota",Minnesota
South Glastonbury,MT,"South Glastonbury,Montana",Montana
North Woodstock,NH,"North Woodstock,New Hampshire",New Hampshire
Thompsons,TX,"Thompsons,Texas",Texas
St. John,ND,"St. John,North Dakota",North Dakota
Roca,NE,"Roca,Nebraska",Nebraska
Ford Cliff,PA,"Ford Cliff,Pennsylvania",Pennsylvania
Hiwassee,VA,"Hiwassee,Virginia",Virginia
Coal Creek,CO,"Coal Creek,Colorado",Colorado
Belle Rive,IL,"Belle Rive,Illinois",Illinois
Lewisville,IN,"Lewisville,Indiana",Indiana
Titanic,OK,"Titanic,Oklahoma",Oklahoma
Freeport,OH,"Freeport,Ohio",Ohio
Castle Valley,UT,"Castle Valley,Utah",Utah
Clarksburg,MO,"Clarksburg,Missouri",Missouri
Garfield,MN,"Garfield,Minnesota",Minnesota
Bairoa La Veinticinco,PR,"Bairoa La Veinticinco,Puerto Rico",Puerto Rico
Bethune,SC,"Bethune,South Carolina",South Carolina
Warrens,WI,"Warrens,Wisconsin",Wisconsin
Wheeler,WI,"Wheeler,Wisconsin",Wisconsin
Kermit,WV,"Kermit,West Virginia",West Virginia
Kukuihaele,HI,"Kukuihaele,Hawaii",Hawaii
Wacissa,FL,"Wacissa,Florida",Florida
Trent,TX,"Trent,Texas",Texas
Roanoke,LA,"Roanoke,Louisiana",Louisiana
Max,ND,"Max,North Dakota",North Dakota
Allen,NE,"Allen,Nebraska",Nebraska
Fredonia,AR,"Fredonia,Arkansas",Arkansas
Americus,IN,"Americus,Indiana",Indiana
Clay Springs,AZ,"Clay Springs,Arizona",Arizona
Cumberland,OH,"Cumberland,Ohio",Ohio
Canal Lewisville,OH,"Canal Lewisville,Ohio",Ohio
Pomona,MO,"Pomona,Missouri",Missouri
Buckatunna,MS,"Buckatunna,Mississippi",Mississippi
Valley Grove,WV,"Valley Grove,West Virginia",West Virginia
North Light Plant,NM,"North Light Plant,New Mexico",New Mexico
Gladstone,ND,"Gladstone,North Dakota",North Dakota
Blandburg,PA,"Blandburg,Pennsylvania",Pennsylvania
Laceyville,PA,"Laceyville,Pennsylvania",Pennsylvania
Ellis Grove,IL,"Ellis Grove,Illinois",Illinois
St. Martin,MN,"St. Martin,Minnesota",Minnesota
Puckett,MS,"Puckett,Mississippi",Mississippi
Seventh Mountain,OR,"Seventh Mountain,Oregon",Oregon
Stollings,WV,"Stollings,West Virginia",West Virginia
Bellevue,TX,"Bellevue,Texas",Texas
Mi Ranchito Estate,TX,"Mi Ranchito Estate,Texas",Texas
Bemus Point,NY,"Bemus Point,New York",New York
Dawson,PA,"Dawson,Pennsylvania",Pennsylvania
Wilton,AR,"Wilton,Arkansas",Arkansas
Varna,IL,"Varna,Illinois",Illinois
Hume,IL,"Hume,Illinois",Illinois
Turin,GA,"Turin,Georgia",Georgia
Menlo,IA,"Menlo,Iowa",Iowa
Diamondhead Lake,IA,"Diamondhead Lake,Iowa",Iowa
Dexter,MN,"Dexter,Minnesota",Minnesota
Ellsworth,MI,"Ellsworth,Michigan",Michigan
Meadow Bridge,WV,"Meadow Bridge,West Virginia",West Virginia
Leroy,TX,"Leroy,Texas",Texas
Newcastle,NE,"Newcastle,Nebraska",Nebraska
Arona,PA,"Arona,Pennsylvania",Pennsylvania
New Canton,IL,"New Canton,Illinois",Illinois
Callender,IA,"Callender,Iowa",Iowa
Rudd,IA,"Rudd,Iowa",Iowa
Ryan,IA,"Ryan,Iowa",Iowa
St. Elizabeth,MO,"St. Elizabeth,Missouri",Missouri
Mindenmines,MO,"Mindenmines,Missouri",Missouri
St. Mary,MO,"St. Mary,Missouri",Missouri
Jeffers,MN,"Jeffers,Minnesota",Minnesota
Hersey,MI,"Hersey,Michigan",Michigan
South Haven,KS,"South Haven,Kansas",Kansas
Mayetta,KS,"Mayetta,Kansas",Kansas
Friesland,WI,"Friesland,Wisconsin",Wisconsin
Dallas,WI,"Dallas,Wisconsin",Wisconsin
Lisbon,FL,"Lisbon,Florida",Florida
Harvey Cedars,NJ,"Harvey Cedars,New Jersey",New Jersey
Centerville,NC,"Centerville,North Carolina",North Carolina
Orchard,NE,"Orchard,Nebraska",Nebraska
Wilcox,NE,"Wilcox,Nebraska",Nebraska
Garden Farms,CA,"Garden Farms,California",California
Arley,AL,"Arley,Alabama",Alabama
Bigelow,AR,"Bigelow,Arkansas",Arkansas
Wahpeton,IA,"Wahpeton,Iowa",Iowa
Lohrville,IA,"Lohrville,Iowa",Iowa
Navajo Mountain,UT,"Navajo Mountain,Utah",Utah
Pattonsburg,MO,"Pattonsburg,Missouri",Missouri
Maynard,MN,"Maynard,Minnesota",Minnesota
Beulah,MI,"Beulah,Michigan",Michigan
Sodaville,OR,"Sodaville,Oregon",Oregon
Hudson,SD,"Hudson,South Dakota",South Dakota
Uniontown,WA,"Uniontown,Washington",Washington
Nelson,WI,"Nelson,Wisconsin",Wisconsin
Granton,WI,"Granton,Wisconsin",Wisconsin
Juliustown,NJ,"Juliustown,New Jersey",New Jersey
Gila,NM,"Gila,New Mexico",New Mexico
Channing,TX,"Channing,Texas",Texas
Tuleta,TX,"Tuleta,Texas",Texas
Tyonek,AK,"Tyonek,Alaska",Alaska
Clarks,NE,"Clarks,Nebraska",Nebraska
Wallace,NE,"Wallace,Nebraska",Nebraska
Corsica,PA,"Corsica,Pennsylvania",Pennsylvania
Napier Field,AL,"Napier Field,Alabama",Alabama
Bellflower,IL,"Bellflower,Illinois",Illinois
Sale City,GA,"Sale City,Georgia",Georgia
Clear Lake,IN,"Clear Lake,Indiana",Indiana
Universal,IN,"Universal,Indiana",Indiana
Cincinnati,IA,"Cincinnati,Iowa",Iowa
Spillville,IA,"Spillville,Iowa",Iowa
Farnhamville,IA,"Farnhamville,Iowa",Iowa
Pecktonville,MD,"Pecktonville,Maryland",Maryland
Fargo,OK,"Fargo,Oklahoma",Oklahoma
Agra,OK,"Agra,Oklahoma",Oklahoma
Canton,MN,"Canton,Minnesota",Minnesota
Lost Lake Woods,MI,"Lost Lake Woods,Michigan",Michigan
Spokane Creek,MT,"Spokane Creek,Montana",Montana
Mansfield,WA,"Mansfield,Washington",Washington
Sorrento,FL,"Sorrento,Florida",Florida
East Rocky Hill,NJ,"East Rocky Hill,New Jersey",New Jersey
Anaktuvuk Pass,AK,"Anaktuvuk Pass,Alaska",Alaska
Russian Mission,AK,"Russian Mission,Alaska",Alaska
Neche,ND,"Neche,North Dakota",North Dakota
Castorland,NY,"Castorland,New York",New York
Emerson,AR,"Emerson,Arkansas",Arkansas
Grantfork,IL,"Grantfork,Illinois",Illinois
Orient,IL,"Orient,Illinois",Illinois
Martinton,IL,"Martinton,Illinois",Illinois
Apple River,IL,"Apple River,Illinois",Illinois
New Ross,IN,"New Ross,Indiana",Indiana
Earl Park,IN,"Earl Park,Indiana",Indiana
Lorimor,IA,"Lorimor,Iowa",Iowa
Clearfield,IA,"Clearfield,Iowa",Iowa
Conesville,OH,"Conesville,Ohio",Ohio
Annapolis,MO,"Annapolis,Missouri",Missouri
Keystone,SD,"Keystone,South Dakota",South Dakota
Tennyson,WI,"Tennyson,Wisconsin",Wisconsin
Burlington,WY,"Burlington,Wyoming",Wyoming
Darrouzett,TX,"Darrouzett,Texas",Texas
Morgan's Point,TX,"Morgan's Point,Texas",Texas
Iredell,TX,"Iredell,Texas",Texas
Powhatan,VA,"Powhatan,Virginia",Virginia
Newell,CA,"Newell,California",California
White Plains,GA,"White Plains,Georgia",Georgia
Pacific Junction,IA,"Pacific Junction,Iowa",Iowa
Stotonic Village,AZ,"Stotonic Village,Arizona",Arizona
Creighton,MO,"Creighton,Missouri",Missouri
Russell,MN,"Russell,Minnesota",Minnesota
Swanville,MN,"Swanville,Minnesota",Minnesota
Scandia,KS,"Scandia,Kansas",Kansas
Neeses,SC,"Neeses,South Carolina",South Carolina
Clallam Bay,WA,"Clallam Bay,Washington",Washington
Reserve,WI,"Reserve,Wisconsin",Wisconsin
San Mateo,NM,"San Mateo,New Mexico",New Mexico
Enchanted Oaks,TX,"Enchanted Oaks,Texas",Texas
Elim,AK,"Elim,Alaska",Alaska
Cameron,NC,"Cameron,North Carolina",North Carolina
Wadsworth,NY,"Wadsworth,New York",New York
Fincastle,VA,"Fincastle,Virginia",Virginia
Nectar,AL,"Nectar,Alabama",Alabama
Branch,AR,"Branch,Arkansas",Arkansas
St. Peter,IL,"St. Peter,Illinois",Illinois
Malden,IL,"Malden,Illinois",Illinois
New Point,IN,"New Point,Indiana",Indiana
Libertyville,IA,"Libertyville,Iowa",Iowa
Dietrich,ID,"Dietrich,Idaho",Idaho
Sand Hill,OK,"Sand Hill,Oklahoma",Oklahoma
Marengo,OH,"Marengo,Ohio",Ohio
Ney,OH,"Ney,Ohio",Ohio
Harrisburg,OH,"Harrisburg,Ohio",Ohio
Manitou,KY,"Manitou,Kentucky",Kentucky
Strathmoor Manor,KY,"Strathmoor Manor,Kentucky",Kentucky
Minocqua,WI,"Minocqua,Wisconsin",Wisconsin
Salt Rock,WV,"Salt Rock,West Virginia",West Virginia
Bradford,NH,"Bradford,New Hampshire",New Hampshire
Anderson,AK,"Anderson,Alaska",Alaska
Santee,NE,"Santee,Nebraska",Nebraska
Olney Springs,CO,"Olney Springs,Colorado",Colorado
Baldwin,IL,"Baldwin,Illinois",Illinois
Danbury,IA,"Danbury,Iowa",Iowa
Greensburg,MD,"Greensburg,Maryland",Maryland
Patrick,SC,"Patrick,South Carolina",South Carolina
Payne Gap,KY,"Payne Gap,Kentucky",Kentucky
Mount Calm,TX,"Mount Calm,Texas",Texas
Tununak,AK,"Tununak,Alaska",Alaska
Stanton,ND,"Stanton,North Dakota",North Dakota
Clayville,NY,"Clayville,New York",New York
St. Michael,PA,"St. Michael,Pennsylvania",Pennsylvania
Blue Diamond,NV,"Blue Diamond,Nevada",Nevada
Eastville,VA,"Eastville,Virginia",Virginia
Mitchellville,AR,"Mitchellville,Arkansas",Arkansas
Biggers,AR,"Biggers,Arkansas",Arkansas
Fayetteville,IL,"Fayetteville,Illinois",Illinois
Burnettsville,IN,"Burnettsville,Indiana",Indiana
Ute,IA,"Ute,Iowa",Iowa
Pisinemo,AZ,"Pisinemo,Arizona",Arizona
Ceylon,MN,"Ceylon,Minnesota",Minnesota
Ruby,SC,"Ruby,South Carolina",South Carolina
Oneida,KY,"Oneida,Kentucky",Kentucky
Mesquite,TX,"Mesquite,Texas",Texas
Kiana,AK,"Kiana,Alaska",Alaska
Niobrara,NE,"Niobrara,Nebraska",Nebraska
Yankee Hill,NE,"Yankee Hill,Nebraska",Nebraska
Franklin,NY,"Franklin,New York",New York
Greigsville,NY,"Greigsville,New York",New York
Narrowsburg,NY,"Narrowsburg,New York",New York
Cherry Tree,PA,"Cherry Tree,Pennsylvania",Pennsylvania
New Albany,PA,"New Albany,Pennsylvania",Pennsylvania
Burnt Ranch,CA,"Burnt Ranch,California",California
Wharton,OH,"Wharton,Ohio",Ohio
Aquilla,OH,"Aquilla,Ohio",Ohio
Howardville,MO,"Howardville,Missouri",Missouri
Sharpsburg,KY,"Sharpsburg,Kentucky",Kentucky
Davy,WV,"Davy,West Virginia",West Virginia
Bramwell,WV,"Bramwell,West Virginia",West Virginia
Forest,LA,"Forest,Louisiana",Louisiana
Dalton,NY,"Dalton,New York",New York
Aristes,PA,"Aristes,Pennsylvania",Pennsylvania
Hackneyville,AL,"Hackneyville,Alabama",Alabama
Twin Groves,AR,"Twin Groves,Arkansas",Arkansas
Broadlands,IL,"Broadlands,Illinois",Illinois
Scotland,GA,"Scotland,Georgia",Georgia
Stilesville,IN,"Stilesville,Indiana",Indiana
Cornish,UT,"Cornish,Utah",Utah
Tracy,MO,"Tracy,Missouri",Missouri
Bricelyn,MN,"Bricelyn,Minnesota",Minnesota
Gorham,KS,"Gorham,Kansas",Kansas
Big Clifty,KY,"Big Clifty,Kentucky",Kentucky
Northfork,WV,"Northfork,West Virginia",West Virginia
Kapalua,HI,"Kapalua,Hawaii",Hawaii
Brooker,FL,"Brooker,Florida",Florida
Chamisal,NM,"Chamisal,New Mexico",New Mexico
Seama,NM,"Seama,New Mexico",New Mexico
Olmito and Olmito,TX,"Olmito and Olmito,Texas",Texas
Gulf,NC,"Gulf,North Carolina",North Carolina
Bowbells,ND,"Bowbells,North Dakota",North Dakota
Platte Center,NE,"Platte Center,Nebraska",Nebraska
Freedom Plains,NY,"Freedom Plains,New York",New York
Jeffersonville,NY,"Jeffersonville,New York",New York
Boston,PA,"Boston,Pennsylvania",Pennsylvania
Weston,PA,"Weston,Pennsylvania",Pennsylvania
Fort McDermitt,NV,"Fort McDermitt,Nevada",Nevada
Claremont,VA,"Claremont,Virginia",Virginia
Mason,IL,"Mason,Illinois",Illinois
Terril,IA,"Terril,Iowa",Iowa
Massena,IA,"Massena,Iowa",Iowa
Bridge Creek,OK,"Bridge Creek,Oklahoma",Oklahoma
Bicknell,UT,"Bicknell,Utah",Utah
Lake Lafayette,MO,"Lake Lafayette,Missouri",Missouri
Cruger,MS,"Cruger,Mississippi",Mississippi
Mount Olivet,KY,"Mount Olivet,Kentucky",Kentucky
Reader,WV,"Reader,West Virginia",West Virginia
Varnado,LA,"Varnado,Louisiana",Louisiana
Altamahaw,NC,"Altamahaw,North Carolina",North Carolina
Kulm,ND,"Kulm,North Dakota",North Dakota
Mannsville,NY,"Mannsville,New York",New York
Newburg,PA,"Newburg,Pennsylvania",Pennsylvania
Elderton,PA,"Elderton,Pennsylvania",Pennsylvania
Carbon Hill,IL,"Carbon Hill,Illinois",Illinois
Mineral Bluff,GA,"Mineral Bluff,Georgia",Georgia
Middletown,IA,"Middletown,Iowa",Iowa
Lyons Switch,OK,"Lyons Switch,Oklahoma",Oklahoma
Grant,OK,"Grant,Oklahoma",Oklahoma
Rushmore,MN,"Rushmore,Minnesota",Minnesota
Drummond,MT,"Drummond,Montana",Montana
Nichols,SC,"Nichols,South Carolina",South Carolina
Lynchburg,SC,"Lynchburg,South Carolina",South Carolina
San Pedro,TX,"San Pedro,Texas",Texas
Toone,TN,"Toone,Tennessee",Tennessee
Busti,NY,"Busti,New York",New York
Manlius,IL,"Manlius,Illinois",Illinois
Templeton,IA,"Templeton,Iowa",Iowa
Short,OK,"Short,Oklahoma",Oklahoma
Cleo Springs,OK,"Cleo Springs,Oklahoma",Oklahoma
Fisk,MO,"Fisk,Missouri",Missouri
Lancaster,MN,"Lancaster,Minnesota",Minnesota
Orr,MN,"Orr,Minnesota",Minnesota
West Union,SC,"West Union,South Carolina",South Carolina
Lueders,TX,"Lueders,Texas",Texas
Plumas Eureka,CA,"Plumas Eureka,California",California
New Richmond,IN,"New Richmond,Indiana",Indiana
Windsor Place,MO,"Windsor Place,Missouri",Missouri
Altenburg,MO,"Altenburg,Missouri",Missouri
Holley,OR,"Holley,Oregon",Oregon
Maribel,WI,"Maribel,Wisconsin",Wisconsin
Grenora,ND,"Grenora,North Dakota",North Dakota
Arthur,ND,"Arthur,North Dakota",North Dakota
Fabius,NY,"Fabius,New York",New York
Dinosaur,CO,"Dinosaur,Colorado",Colorado
Keysville,GA,"Keysville,Georgia",Georgia
Montmorenci,IN,"Montmorenci,Indiana",Indiana
Lehigh,OK,"Lehigh,Oklahoma",Oklahoma
Scipio,UT,"Scipio,Utah",Utah
Mine La Motte,MO,"Mine La Motte,Missouri",Missouri
Williamsville,MO,"Williamsville,Missouri",Missouri
Kingston,MO,"Kingston,Missouri",Missouri
Alba,MI,"Alba,Michigan",Michigan
Sunburst,MT,"Sunburst,Montana",Montana
Hyden,KY,"Hyden,Kentucky",Kentucky
Montague,TX,"Montague,Texas",Texas
Shannon,NC,"Shannon,North Carolina",North Carolina
McVeytown,PA,"McVeytown,Pennsylvania",Pennsylvania
Alexandria,PA,"Alexandria,Pennsylvania",Pennsylvania
Saltillo,PA,"Saltillo,Pennsylvania",Pennsylvania
Tunnelhill,PA,"Tunnelhill,Pennsylvania",Pennsylvania
White Stone,VA,"White Stone,Virginia",Virginia
Stevinson,CA,"Stevinson,California",California
Mount Summit,IN,"Mount Summit,Indiana",Indiana
Downsville,MD,"Downsville,Maryland",Maryland
Honor,MI,"Honor,Michigan",Michigan
Montgomery,MI,"Montgomery,Michigan",Michigan
Donalds,SC,"Donalds,South Carolina",South Carolina
Chester,SD,"Chester,South Dakota",South Dakota
Unity,WI,"Unity,Wisconsin",Wisconsin
New Falcon,TX,"New Falcon,Texas",Texas
Pleasant Valley,TX,"Pleasant Valley,Texas",Texas
Palisade,NE,"Palisade,Nebraska",Nebraska
Weston,NE,"Weston,Nebraska",Nebraska
Liberty,TN,"Liberty,Tennessee",Tennessee
Livonia Center,NY,"Livonia Center,New York",New York
West Liberty,PA,"West Liberty,Pennsylvania",Pennsylvania
Sierra Village,CA,"Sierra Village,California",California
Canaan,VT,"Canaan,Vermont",Vermont
Colburn,IN,"Colburn,Indiana",Indiana
Indiahoma,OK,"Indiahoma,Oklahoma",Oklahoma
Cedar Valley,OK,"Cedar Valley,Oklahoma",Oklahoma
Dellroy,OH,"Dellroy,Ohio",Ohio
Polk,OH,"Polk,Ohio",Ohio
Bowersville,OH,"Bowersville,Ohio",Ohio
Koosharem,UT,"Koosharem,Utah",Utah
Clayton,MI,"Clayton,Michigan",Michigan
Delphos,KS,"Delphos,Kansas",Kansas
Frazer,MT,"Frazer,Montana",Montana
Eubank,KY,"Eubank,Kentucky",Kentucky
Glenview Hills,KY,"Glenview Hills,Kentucky",Kentucky
Maceo,KY,"Maceo,Kentucky",Kentucky
West Stewartstown,NH,"West Stewartstown,New Hampshire",New Hampshire
Navajo Dam,NM,"Navajo Dam,New Mexico",New Mexico
Pymatuning South,PA,"Pymatuning South,Pennsylvania",Pennsylvania
Fiddletown,CA,"Fiddletown,California",California
Epes,AL,"Epes,Alabama",Alabama
Colt,AR,"Colt,Arkansas",Arkansas
Raleigh,IL,"Raleigh,Illinois",Illinois
Roberts,IL,"Roberts,Illinois",Illinois
Bloomingdale,IN,"Bloomingdale,Indiana",Indiana
Broomes Island,MD,"Broomes Island,Maryland",Maryland
Liberty,OK,"Liberty,Oklahoma",Oklahoma
Ridgeway,OH,"Ridgeway,Ohio",Ohio
Grey Eagle,MN,"Grey Eagle,Minnesota",Minnesota
Hope,KS,"Hope,Kansas",Kansas
Inchelium,WA,"Inchelium,Washington",Washington
Lee,FL,"Lee,Florida",Florida
Naschitti,NM,"Naschitti,New Mexico",New Mexico
Nadine,NM,"Nadine,New Mexico",New Mexico
Central Bridge,NY,"Central Bridge,New York",New York
North San Juan,CA,"North San Juan,California",California
El Nido,CA,"El Nido,California",California
Akron,AL,"Akron,Alabama",Alabama
West Burke,VT,"West Burke,Vermont",Vermont
Nebo,IL,"Nebo,Illinois",Illinois
Millbrook,IL,"Millbrook,Illinois",Illinois
Dupont,IN,"Dupont,Indiana",Indiana
Midway,OH,"Midway,Ohio",Ohio
Meadow,UT,"Meadow,Utah",Utah
Portage Des Sioux,MO,"Portage Des Sioux,Missouri",Missouri
Batavia,MT,"Batavia,Montana",Montana
Ponderosa Pines,MT,"Ponderosa Pines,Montana",Montana
Moro,OR,"Moro,Oregon",Oregon
Ione,OR,"Ione,Oregon",Oregon
Newfields,NH,"Newfields,New Hampshire",New Hampshire
Virgil,IL,"Virgil,Illinois",Illinois
Lee,IL,"Lee,Illinois",Illinois
Fulton,IN,"Fulton,Indiana",Indiana
Stewart,OH,"Stewart,Ohio",Ohio
Cherokee Pass,MO,"Cherokee Pass,Missouri",Missouri
Henderson,MI,"Henderson,Michigan",Michigan
St. Pierre,MT,"St. Pierre,Montana",Montana
Salt Lick,KY,"Salt Lick,Kentucky",Kentucky
Bellewood,KY,"Bellewood,Kentucky",Kentucky
Berrydale,FL,"Berrydale,Florida",Florida
Adak,AK,"Adak,Alaska",Alaska
Marshallberg,NC,"Marshallberg,North Carolina",North Carolina
Sawyer,ND,"Sawyer,North Dakota",North Dakota
Johnson,NE,"Johnson,Nebraska",Nebraska
McLemoresville,TN,"McLemoresville,Tennessee",Tennessee
Grier City,PA,"Grier City,Pennsylvania",Pennsylvania
Beaverville,IL,"Beaverville,Illinois",Illinois
Chauncey,GA,"Chauncey,Georgia",Georgia
Mecca,IN,"Mecca,Indiana",Indiana
Wakita,OK,"Wakita,Oklahoma",Oklahoma
Shoal Creek Drive,MO,"Shoal Creek Drive,Missouri",Missouri
Wilmont,MN,"Wilmont,Minnesota",Minnesota
Brownsboro Village,KY,"Brownsboro Village,Kentucky",Kentucky
Langford,SD,"Langford,South Dakota",South Dakota
Lowell,WI,"Lowell,Wisconsin",Wisconsin
Kennard,TX,"Kennard,Texas",Texas
Industry,TX,"Industry,Texas",Texas
Relampago,TX,"Relampago,Texas",Texas
Belmont,LA,"Belmont,Louisiana",Louisiana
Esperance,NY,"Esperance,New York",New York
Millerton,PA,"Millerton,Pennsylvania",Pennsylvania
Grampian,PA,"Grampian,Pennsylvania",Pennsylvania
Orwin,PA,"Orwin,Pennsylvania",Pennsylvania
King William,VA,"King William,Virginia",Virginia
Fields Landing,CA,"Fields Landing,California",California
Gordon,AL,"Gordon,Alabama",Alabama
Top-of-the-World,AZ,"Top-of-the-World,Arizona",Arizona
Eakly,OK,"Eakly,Oklahoma",Oklahoma
Leasburg,MO,"Leasburg,Missouri",Missouri
Gaastra,MI,"Gaastra,Michigan",Michigan
Turtle Lake,MT,"Turtle Lake,Montana",Montana
Beulah,MS,"Beulah,Mississippi",Mississippi
Beaux Arts Village,WA,"Beaux Arts Village,Washington",Washington
St. Marks,FL,"St. Marks,Florida",Florida
New Hampton,NH,"New Hampton,New Hampshire",New Hampshire
Beech Mountain,NC,"Beech Mountain,North Carolina",North Carolina
Stratton,NE,"Stratton,Nebraska",Nebraska
Barrville,PA,"Barrville,Pennsylvania",Pennsylvania
Hiltonia,GA,"Hiltonia,Georgia",Georgia
Amana,IA,"Amana,Iowa",Iowa
Chuichu,AZ,"Chuichu,Arizona",Arizona
Wyandotte,OK,"Wyandotte,Oklahoma",Oklahoma
Waldo,OH,"Waldo,Ohio",Ohio
Newcastle,UT,"Newcastle,Utah",Utah
Brewer,MO,"Brewer,Missouri",Missouri
New Munich,MN,"New Munich,Minnesota",Minnesota
Luther,MI,"Luther,Michigan",Michigan
Gridley,KS,"Gridley,Kansas",Kansas
Beauregard,MS,"Beauregard,Mississippi",Mississippi
Lake,MS,"Lake,Mississippi",Mississippi
Rosburg,WA,"Rosburg,Washington",Washington
Glidden,WI,"Glidden,Wisconsin",Wisconsin
Meeteetse,WY,"Meeteetse,Wyoming",Wyoming
Goodrich,TX,"Goodrich,Texas",Texas
Texhoma,TX,"Texhoma,Texas",Texas
Lyman,NE,"Lyman,Nebraska",Nebraska
Pelham,TN,"Pelham,Tennessee",Tennessee
Sagaponack,NY,"Sagaponack,New York",New York
Midland,AR,"Midland,Arkansas",Arkansas
Armington,IL,"Armington,Illinois",Illinois
Morganton,GA,"Morganton,Georgia",Georgia
Vallonia,IN,"Vallonia,Indiana",Indiana
Harpers Ferry,IA,"Harpers Ferry,Iowa",Iowa
Samak,UT,"Samak,Utah",Utah
Diggins,MO,"Diggins,Missouri",Missouri
Chilhowee,MO,"Chilhowee,Missouri",Missouri
Advance,MI,"Advance,Michigan",Michigan
Moline,KS,"Moline,Kansas",Kansas
White Oak,MS,"White Oak,Mississippi",Mississippi
Mize,MS,"Mize,Mississippi",Mississippi
Cedro,NM,"Cedro,New Mexico",New Mexico
McVille,ND,"McVille,North Dakota",North Dakota
Unadilla,NE,"Unadilla,Nebraska",Nebraska
Coffeeville,AL,"Coffeeville,Alabama",Alabama
Hanaford,IL,"Hanaford,Illinois",Illinois
Spring Grove,IN,"Spring Grove,Indiana",Indiana
Poston,AZ,"Poston,Arizona",Arizona
Pinedale,AZ,"Pinedale,Arizona",Arizona
Rosemont,MD,"Rosemont,Maryland",Maryland
Laclede,MO,"Laclede,Missouri",Missouri
Oslo,MN,"Oslo,Minnesota",Minnesota
Wilsall,MT,"Wilsall,Montana",Montana
Bison,SD,"Bison,South Dakota",South Dakota
Ethan,SD,"Ethan,South Dakota",South Dakota
Sanctuary,TX,"Sanctuary,Texas",Texas
Lawn,TX,"Lawn,Texas",Texas
Copperhill,TN,"Copperhill,Tennessee",Tennessee
Wainscott,NY,"Wainscott,New York",New York
Robbins,CA,"Robbins,California",California
Gulfcrest,AL,"Gulfcrest,Alabama",Alabama
Thebes,IL,"Thebes,Illinois",Illinois
Sheldahl,IA,"Sheldahl,Iowa",Iowa
Lubec,ME,"Lubec,Maine",Maine
Unity,ME,"Unity,Maine",Maine
Bluejacket,OK,"Bluejacket,Oklahoma",Oklahoma
Arpelar,OK,"Arpelar,Oklahoma",Oklahoma
Amazonia,MO,"Amazonia,Missouri",Missouri
Deer Creek,MN,"Deer Creek,Minnesota",Minnesota
Casnovia,MI,"Casnovia,Michigan",Michigan
Fortine,MT,"Fortine,Montana",Montana
Kila,MT,"Kila,Montana",Montana
Arcola,MS,"Arcola,Mississippi",Mississippi
Kingston,WI,"Kingston,Wisconsin",Wisconsin
Yeehaw Junction,FL,"Yeehaw Junction,Florida",Florida
Bayside,TX,"Bayside,Texas",Texas
Georgetown,LA,"Georgetown,Louisiana",Louisiana
Buxton,ND,"Buxton,North Dakota",North Dakota
Inglewood,NE,"Inglewood,Nebraska",Nebraska
Bethpage,TN,"Bethpage,Tennessee",Tennessee
Bigler,PA,"Bigler,Pennsylvania",Pennsylvania
Dozier,AL,"Dozier,Alabama",Alabama
Glover,VT,"Glover,Vermont",Vermont
Brandon,IA,"Brandon,Iowa",Iowa
Fort Atkinson,IA,"Fort Atkinson,Iowa",Iowa
Williams,IA,"Williams,Iowa",Iowa
McCallsburg,IA,"McCallsburg,Iowa",Iowa
Bronson,IA,"Bronson,Iowa",Iowa
Cambridge,ID,"Cambridge,Idaho",Idaho
Francis,OK,"Francis,Oklahoma",Oklahoma
Fort Supply,OK,"Fort Supply,Oklahoma",Oklahoma
Camp Dennison,OH,"Camp Dennison,Ohio",Ohio
Sterling,UT,"Sterling,Utah",Utah
Charlo,MT,"Charlo,Montana",Montana
Coahoma,MS,"Coahoma,Mississippi",Mississippi
Creekside,KY,"Creekside,Kentucky",Kentucky
Imbler,OR,"Imbler,Oregon",Oregon
Spangle,WA,"Spangle,Washington",Washington
LaCrosse,WA,"LaCrosse,Washington",Washington
Blue Springs,NE,"Blue Springs,Nebraska",Nebraska
Shickley,NE,"Shickley,Nebraska",Nebraska
Prospect,NY,"Prospect,New York",New York
Stoystown,PA,"Stoystown,Pennsylvania",Pennsylvania
Nipinnawasee,CA,"Nipinnawasee,California",California
Clipper Mills,CA,"Clipper Mills,California",California
Rosa,AL,"Rosa,Alabama",Alabama
Panama,IL,"Panama,Illinois",Illinois
Panorama Park,IA,"Panorama Park,Iowa",Iowa
Cane Beds,AZ,"Cane Beds,Arizona",Arizona
Ralston,OK,"Ralston,Oklahoma",Oklahoma
Milburn,OK,"Milburn,Oklahoma",Oklahoma
Mill Creek,OK,"Mill Creek,Oklahoma",Oklahoma
Junction City,MO,"Junction City,Missouri",Missouri
Clifford,MI,"Clifford,Michigan",Michigan
Dutton,MT,"Dutton,Montana",Montana
Dexter,KY,"Dexter,Kentucky",Kentucky
